guid,Payment Due,Adjusted Payment Received
44E2D1DE-9EE9-C6F1-8432-0CCDD9E9DD18,3/5/24,3/5/24
44E2D1DE-9EE9-C6F1-8432-0CCDD9E9DD18,4/5/24,4/5/24
46F39165-33BD-DCFB-A2A8-8318C277CA14,7/29/23,7/29/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,8/29/23,8/29/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,12/29/23,12/29/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,5/29/23,6/1/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,2/29/24,3/3/24
46F39165-33BD-DCFB-A2A8-8318C277CA14,6/29/23,7/4/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,4/29/24,5/4/24
46F39165-33BD-DCFB-A2A8-8318C277CA14,11/29/23,12/6/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,1/29/24,2/6/24
46F39165-33BD-DCFB-A2A8-8318C277CA14,3/29/24,4/6/24
46F39165-33BD-DCFB-A2A8-8318C277CA14,10/29/23,11/7/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,9/29/23,10/9/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,9/8/23,9/10/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,3/8/23,3/12/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,10/8/23,10/12/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,1/8/23,1/13/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,8/8/23,8/14/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,5/8/23,5/15/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,4/8/23,4/16/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,6/8/23,6/17/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,11/8/22,11/18/22
473F4D61-3C16-00FA-7C12-AA10503BCF8B,12/8/22,12/18/22
473F4D61-3C16-00FA-7C12-AA10503BCF8B,2/8/23,2/18/23
473F4D61-3C16-00FA-7C12-AA10503BCF8B,7/8/23,7/18/23
49C5E31B-9123-7489-A69D-E6E22DE23540,6/11/23,6/13/23
49C5E31B-9123-7489-A69D-E6E22DE23540,9/11/23,9/13/23
49C5E31B-9123-7489-A69D-E6E22DE23540,1/11/24,1/13/24
49C5E31B-9123-7489-A69D-E6E22DE23540,3/11/24,3/14/24
49C5E31B-9123-7489-A69D-E6E22DE23540,8/11/23,8/15/23
49C5E31B-9123-7489-A69D-E6E22DE23540,2/11/24,2/15/24
49C5E31B-9123-7489-A69D-E6E22DE23540,10/11/23,10/16/23
49C5E31B-9123-7489-A69D-E6E22DE23540,7/11/23,7/17/23
49C5E31B-9123-7489-A69D-E6E22DE23540,11/11/23,11/17/23
49C5E31B-9123-7489-A69D-E6E22DE23540,12/11/23,12/19/23
49C5E31B-9123-7489-A69D-E6E22DE23540,4/11/24,4/21/24
49C5E31B-9123-7489-A69D-E6E22DE23540,5/11/24,5/22/24
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,6/22/23,6/25/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,3/22/24,3/26/24
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,9/22/23,9/27/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,10/22/23,10/27/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,12/22/23,12/27/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,2/22/24,2/28/24
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,1/22/24,1/29/24
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,8/22/23,8/30/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,5/22/23,5/31/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,11/22/23,12/1/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,7/22/23,8/1/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,4/22/24,5/3/24
4B76A841-5598-7F1A-BC13-449C87398CE7,6/24/23,6/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,7/24/23,7/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,8/24/23,8/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,9/24/23,9/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,10/24/23,10/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,11/24/23,11/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,12/24/23,12/24/23
4B76A841-5598-7F1A-BC13-449C87398CE7,1/24/24,1/24/24
4B76A841-5598-7F1A-BC13-449C87398CE7,2/24/24,2/24/24
4B76A841-5598-7F1A-BC13-449C87398CE7,3/24/24,3/24/24
4B76A841-5598-7F1A-BC13-449C87398CE7,4/24/24,4/24/24
4B76A841-5598-7F1A-BC13-449C87398CE7,5/24/24,5/24/24
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,1/16/23,1/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,2/16/23,2/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,3/16/23,3/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,4/16/23,4/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,5/16/23,5/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,6/16/23,6/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,7/16/23,7/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,8/16/23,8/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,9/16/23,9/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,10/16/23,10/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,11/16/23,11/16/23
4B8BCB41-2F69-18BC-D256-9B3B873BECA4,12/16/23,12/16/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,3/27/23,3/29/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,2/27/23,3/2/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,9/27/23,9/30/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,11/27/23,11/30/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,12/27/23,12/30/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,4/27/23,5/1/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,6/27/23,7/2/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,10/27/23,11/1/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,1/27/24,2/1/24
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,8/27/23,9/2/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,5/27/23,6/6/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,7/27/23,8/7/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,7/22/23,7/26/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,2/22/24,2/26/24
4C13E7EF-D255-C771-7AC1-166E68716BC8,11/22/23,11/27/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,4/22/23,4/28/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,10/22/23,10/28/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,5/22/23,5/30/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,8/22/23,8/30/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,3/22/23,3/31/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,9/22/23,10/1/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,12/22/23,12/31/23
4C13E7EF-D255-C771-7AC1-166E68716BC8,1/22/24,1/31/24
4C13E7EF-D255-C771-7AC1-166E68716BC8,6/22/23,7/3/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,7/27/23,7/29/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,8/27/23,8/29/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,4/27/24,4/29/24
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,11/27/23,11/30/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,1/27/24,1/30/24
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,9/27/23,10/1/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,5/27/23,6/1/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,12/27/23,1/1/24
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,6/27/23,7/3/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,2/27/24,3/4/24
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,10/27/23,11/5/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,3/27/24,4/6/24
4CAC7727-9634-5F42-3F14-856E985B8581,2/6/23,2/8/23
4CAC7727-9634-5F42-3F14-856E985B8581,10/6/23,10/9/23
4CAC7727-9634-5F42-3F14-856E985B8581,3/6/23,3/10/23
4CAC7727-9634-5F42-3F14-856E985B8581,8/6/23,8/11/23
4CAC7727-9634-5F42-3F14-856E985B8581,6/6/23,6/12/23
4CAC7727-9634-5F42-3F14-856E985B8581,7/6/23,7/13/23
4CAC7727-9634-5F42-3F14-856E985B8581,12/6/23,12/13/23
4CAC7727-9634-5F42-3F14-856E985B8581,1/6/23,1/15/23
4CAC7727-9634-5F42-3F14-856E985B8581,11/6/23,11/15/23
4CAC7727-9634-5F42-3F14-856E985B8581,5/6/23,5/16/23
4CAC7727-9634-5F42-3F14-856E985B8581,4/6/23,4/17/23
4CAC7727-9634-5F42-3F14-856E985B8581,9/6/23,9/17/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,9/23/23,9/25/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,11/23/23,11/25/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,12/23/23,12/25/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,7/23/23,7/27/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,6/23/23,6/28/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,8/23/23,8/28/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,10/23/23,10/28/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,3/23/23,3/30/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,5/23/23,5/30/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,2/23/24,3/1/24
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,4/23/23,5/4/23
502BBD22-2D9E-ACCC-0A59-A5917642E9DA,1/23/24,2/3/24
517D3CFB-A1AC-7305-8E83-DAE7C374290F,12/24/22,12/24/22
517D3CFB-A1AC-7305-8E83-DAE7C374290F,1/24/23,1/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,2/24/23,2/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,3/24/23,3/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,4/24/23,4/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,5/24/23,5/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,6/24/23,6/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,7/24/23,7/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,8/24/23,8/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,9/24/23,9/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,10/24/23,10/24/23
517D3CFB-A1AC-7305-8E83-DAE7C374290F,11/24/23,11/24/23
52566933-8930-326C-3A42-654D57BE6392,12/6/22,12/6/22
52566933-8930-326C-3A42-654D57BE6392,10/6/22,10/9/22
52566933-8930-326C-3A42-654D57BE6392,8/6/23,8/9/23
52566933-8930-326C-3A42-654D57BE6392,1/6/23,1/10/23
52566933-8930-326C-3A42-654D57BE6392,2/6/23,2/10/23
52566933-8930-326C-3A42-654D57BE6392,6/6/23,6/10/23
52566933-8930-326C-3A42-654D57BE6392,3/6/23,3/11/23
52566933-8930-326C-3A42-654D57BE6392,9/6/23,9/12/23
52566933-8930-326C-3A42-654D57BE6392,11/6/22,11/13/22
52566933-8930-326C-3A42-654D57BE6392,4/6/23,4/13/23
52566933-8930-326C-3A42-654D57BE6392,5/6/23,5/13/23
52566933-8930-326C-3A42-654D57BE6392,7/6/23,7/13/23
5516A8C5-047C-90B5-D339-6B9153D624CE,12/3/23,12/5/23
5516A8C5-047C-90B5-D339-6B9153D624CE,3/3/23,3/6/23
5516A8C5-047C-90B5-D339-6B9153D624CE,8/3/23,8/6/23
5516A8C5-047C-90B5-D339-6B9153D624CE,9/3/23,9/6/23
5516A8C5-047C-90B5-D339-6B9153D624CE,4/3/23,4/10/23
5516A8C5-047C-90B5-D339-6B9153D624CE,2/3/23,2/11/23
5516A8C5-047C-90B5-D339-6B9153D624CE,5/3/23,5/11/23
5516A8C5-047C-90B5-D339-6B9153D624CE,11/3/23,11/11/23
5516A8C5-047C-90B5-D339-6B9153D624CE,1/3/24,1/12/24
5516A8C5-047C-90B5-D339-6B9153D624CE,6/3/23,6/14/23
5516A8C5-047C-90B5-D339-6B9153D624CE,7/3/23,7/14/23
5516A8C5-047C-90B5-D339-6B9153D624CE,10/3/23,10/14/23
5617398B-112F-6C5A-9956-00DF19658C8D,9/20/23,9/22/23
5617398B-112F-6C5A-9956-00DF19658C8D,10/20/23,10/22/23
5617398B-112F-6C5A-9956-00DF19658C8D,3/20/24,3/22/24
5617398B-112F-6C5A-9956-00DF19658C8D,5/20/24,5/22/24
5617398B-112F-6C5A-9956-00DF19658C8D,1/20/24,1/23/24
5617398B-112F-6C5A-9956-00DF19658C8D,7/20/23,7/26/23
5617398B-112F-6C5A-9956-00DF19658C8D,2/20/24,2/26/24
5617398B-112F-6C5A-9956-00DF19658C8D,6/20/23,6/27/23
5617398B-112F-6C5A-9956-00DF19658C8D,11/20/23,11/27/23
5617398B-112F-6C5A-9956-00DF19658C8D,4/20/24,4/28/24
5617398B-112F-6C5A-9956-00DF19658C8D,8/20/23,8/29/23
5617398B-112F-6C5A-9956-00DF19658C8D,12/20/23,12/31/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,10/5/23,10/7/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,1/5/24,1/7/24
57489C7D-12AB-D238-9D32-ADEC5B8624BF,3/5/23,3/8/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,2/5/24,2/9/24
57489C7D-12AB-D238-9D32-ADEC5B8624BF,4/5/23,4/11/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,6/5/23,6/11/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,8/5/23,8/12/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,11/5/23,11/13/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,12/5/23,12/13/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,5/5/23,5/14/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,7/5/23,7/14/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,9/5/23,9/14/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,10/20/23,10/20/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,7/20/23,7/23/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,4/20/24,4/23/24
5774D2E6-9EDF-C74E-7E40-2321F3C23580,1/20/24,1/24/24
5774D2E6-9EDF-C74E-7E40-2321F3C23580,8/20/23,8/25/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,9/20/23,9/25/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,5/20/24,5/26/24
5774D2E6-9EDF-C74E-7E40-2321F3C23580,2/20/24,2/27/24
5774D2E6-9EDF-C74E-7E40-2321F3C23580,11/20/23,11/28/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,12/20/23,12/28/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,3/20/24,3/30/24
5774D2E6-9EDF-C74E-7E40-2321F3C23580,6/20/24,6/30/24
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,9/2/22,9/2/22
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,10/2/22,10/2/22
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,11/2/22,11/2/22
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,12/2/22,12/2/22
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,1/2/23,1/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,2/2/23,2/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,3/2/23,3/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,4/2/23,4/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,5/2/23,5/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,6/2/23,6/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,7/2/23,7/2/23
57E7580A-5662-D8CD-9A2E-6AE0C236BCA4,8/2/23,8/2/23
58F55135-E296-1797-C2E5-25A1E45B061D,11/21/23,11/23/23
58F55135-E296-1797-C2E5-25A1E45B061D,1/21/24,1/23/24
58F55135-E296-1797-C2E5-25A1E45B061D,4/21/23,4/24/23
58F55135-E296-1797-C2E5-25A1E45B061D,9/21/23,9/25/23
58F55135-E296-1797-C2E5-25A1E45B061D,10/21/23,10/28/23
58F55135-E296-1797-C2E5-25A1E45B061D,7/21/23,7/29/23
58F55135-E296-1797-C2E5-25A1E45B061D,12/21/23,12/29/23
58F55135-E296-1797-C2E5-25A1E45B061D,5/21/23,5/30/23
58F55135-E296-1797-C2E5-25A1E45B061D,6/21/23,6/30/23
58F55135-E296-1797-C2E5-25A1E45B061D,8/21/23,8/30/23
58F55135-E296-1797-C2E5-25A1E45B061D,3/21/23,3/31/23
58F55135-E296-1797-C2E5-25A1E45B061D,2/21/24,3/2/24
59271260-5D8E-0DC4-419E-E41E13E8A990,3/4/23,3/7/23
59271260-5D8E-0DC4-419E-E41E13E8A990,6/4/23,6/7/23
59271260-5D8E-0DC4-419E-E41E13E8A990,11/4/23,11/7/23
59271260-5D8E-0DC4-419E-E41E13E8A990,4/4/23,4/9/23
59271260-5D8E-0DC4-419E-E41E13E8A990,12/4/23,12/9/23
59271260-5D8E-0DC4-419E-E41E13E8A990,10/4/23,10/10/23
59271260-5D8E-0DC4-419E-E41E13E8A990,1/4/24,1/12/24
59271260-5D8E-0DC4-419E-E41E13E8A990,2/4/24,2/13/24
59271260-5D8E-0DC4-419E-E41E13E8A990,5/4/23,5/14/23
59271260-5D8E-0DC4-419E-E41E13E8A990,8/4/23,8/14/23
59271260-5D8E-0DC4-419E-E41E13E8A990,7/4/23,7/15/23
59271260-5D8E-0DC4-419E-E41E13E8A990,9/4/23,9/15/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,7/4/23,7/6/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,11/4/23,11/8/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,12/4/23,12/8/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,9/4/23,9/9/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,10/4/23,10/9/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,5/4/23,5/10/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,3/4/23,3/11/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,4/4/23,4/11/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,1/4/23,1/12/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,2/4/23,2/13/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,6/4/23,6/13/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,8/4/23,8/15/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,11/14/22,11/14/22
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,12/14/22,12/14/22
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,1/14/23,1/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,2/14/23,2/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,3/14/23,3/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,4/14/23,4/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,5/14/23,5/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,6/14/23,6/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,7/14/23,7/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,8/14/23,8/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,9/14/23,9/14/23
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,10/14/23,10/14/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,5/11/23,5/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,6/11/23,6/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,7/11/23,7/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,8/11/23,8/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,9/11/23,9/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,10/11/23,10/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,11/11/23,11/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,12/11/23,12/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,1/11/24,1/11/24
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,2/11/24,2/11/24
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,3/11/24,3/11/24
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,4/11/24,4/11/24
5F2BBE22-996B-4FF8-4518-868574455694,2/3/23,2/5/23
5F2BBE22-996B-4FF8-4518-868574455694,10/3/23,10/5/23
5F2BBE22-996B-4FF8-4518-868574455694,3/3/23,3/8/23
5F2BBE22-996B-4FF8-4518-868574455694,9/3/23,9/8/23
5F2BBE22-996B-4FF8-4518-868574455694,1/3/23,1/9/23
5F2BBE22-996B-4FF8-4518-868574455694,4/3/23,4/9/23
5F2BBE22-996B-4FF8-4518-868574455694,7/3/23,7/9/23
5F2BBE22-996B-4FF8-4518-868574455694,11/3/22,11/10/22
5F2BBE22-996B-4FF8-4518-868574455694,8/3/23,8/11/23
5F2BBE22-996B-4FF8-4518-868574455694,12/3/22,12/13/22
5F2BBE22-996B-4FF8-4518-868574455694,5/3/23,5/14/23
5F2BBE22-996B-4FF8-4518-868574455694,6/3/23,6/14/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,9/27/23,9/29/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,8/27/23,8/31/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,3/27/24,3/31/24
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,6/27/23,7/2/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,1/27/24,2/1/24
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,11/27/23,12/3/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,12/27/23,1/2/24
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,5/27/24,6/2/24
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,7/27/23,8/3/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,2/27/24,3/5/24
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,10/27/23,11/5/23
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,4/27/24,5/7/24
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,6/5/23,6/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,7/5/23,7/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,8/5/23,8/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,9/5/23,9/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,10/5/23,10/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,11/5/23,11/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,12/5/23,12/5/23
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,1/5/24,1/5/24
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,2/5/24,2/5/24
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,3/5/24,3/5/24
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,4/5/24,4/5/24
6215BA5C-6981-7352-2DB9-FB9C6E5BE186,5/5/24,5/5/24
6272D7B7-BC7F-E421-1EC8-C19715B06F69,12/19/22,12/21/22
6272D7B7-BC7F-E421-1EC8-C19715B06F69,1/19/23,1/24/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,2/19/23,2/24/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,8/19/23,8/25/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,9/19/23,9/25/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,4/19/23,4/26/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,6/19/23,6/26/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,7/19/23,7/26/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,11/19/22,11/27/22
6272D7B7-BC7F-E421-1EC8-C19715B06F69,10/19/22,10/29/22
6272D7B7-BC7F-E421-1EC8-C19715B06F69,3/19/23,3/29/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,5/19/23,5/29/23
62A79282-2677-74C8-7D7C-E4746F22881C,7/24/23,7/26/23
62A79282-2677-74C8-7D7C-E4746F22881C,11/24/22,11/27/22
62A79282-2677-74C8-7D7C-E4746F22881C,9/24/23,9/27/23
62A79282-2677-74C8-7D7C-E4746F22881C,2/24/23,2/28/23
62A79282-2677-74C8-7D7C-E4746F22881C,10/24/23,10/28/23
62A79282-2677-74C8-7D7C-E4746F22881C,3/24/23,3/29/23
62A79282-2677-74C8-7D7C-E4746F22881C,4/24/23,4/29/23
62A79282-2677-74C8-7D7C-E4746F22881C,8/24/23,8/29/23
62A79282-2677-74C8-7D7C-E4746F22881C,5/24/23,5/30/23
62A79282-2677-74C8-7D7C-E4746F22881C,12/24/22,12/31/22
62A79282-2677-74C8-7D7C-E4746F22881C,1/24/23,1/31/23
62A79282-2677-74C8-7D7C-E4746F22881C,6/24/23,7/3/23
64AF538B-C03E-B589-344E-636B653BA509,9/24/23,9/26/23
64AF538B-C03E-B589-344E-636B653BA509,1/24/24,1/26/24
64AF538B-C03E-B589-344E-636B653BA509,4/24/24,4/26/24
64AF538B-C03E-B589-344E-636B653BA509,2/24/24,2/27/24
64AF538B-C03E-B589-344E-636B653BA509,3/24/24,3/28/24
64AF538B-C03E-B589-344E-636B653BA509,7/24/23,7/31/23
64AF538B-C03E-B589-344E-636B653BA509,12/24/23,1/1/24
64AF538B-C03E-B589-344E-636B653BA509,8/24/23,9/2/23
64AF538B-C03E-B589-344E-636B653BA509,11/24/23,12/3/23
64AF538B-C03E-B589-344E-636B653BA509,5/24/24,6/3/24
64AF538B-C03E-B589-344E-636B653BA509,6/24/23,7/5/23
64AF538B-C03E-B589-344E-636B653BA509,10/24/23,11/4/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,10/18/22,10/18/22
664A38F3-2753-C9BD-6CAB-289CBEF9C299,11/18/22,11/18/22
664A38F3-2753-C9BD-6CAB-289CBEF9C299,12/18/22,12/18/22
664A38F3-2753-C9BD-6CAB-289CBEF9C299,1/18/23,1/18/23
